目錄編號,Format,Common Name,Scientific Name,背景鳥種,Recordist,日期,Year,Month,Day,Time,Country,Country-State-County,State,County,地點,Latitude,Longitude,性別與年齡,行為,回播,Captive,Collected,Specimen ID,Home Archive Catalog Number,錄音或照相,麥克風,配件,夥伴機構,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),備註,觀察細節,Parent Species,eBird Species Code,分類類別,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
524247131,照片,丹氏濱鷸,Calidris temminckii,,Ting-Wei (廷維) HUNG (洪),2023-01-14,2023,1,14,1416,Taiwan,TW-KIN,Kinmen County,,金門--古崗湖(Kinmen--Lake Gugang),24.3940415,118.3155441,"",,Unspecified,"","",,,,,,,S126090898,"",,,,一隻單腳受傷,Calidris temminckii,temsti,Species,6148,,.00,0,,1562,2116
524247161,照片,白琵鷺,Platalea leucorodia,,Ting-Wei (廷維) HUNG (洪),2023-01-14,2023,1,14,1416,Taiwan,TW-KIN,Kinmen County,,金門--古崗湖(Kinmen--Lake Gugang),24.3940415,118.3155441,"",,Unspecified,"","",,,,,,,S126090898,"",,,,,Platalea leucorodia,eurspo1,Species,7605,,.00,0,,3024,4032
524247171,照片,黑面琵鷺,Platalea minor,,Ting-Wei (廷維) HUNG (洪),2023-01-14,2023,1,14,1416,Taiwan,TW-KIN,Kinmen County,,金門--古崗湖(Kinmen--Lake Gugang),24.3940415,118.3155441,"",,Unspecified,"","",,,,,,,S126090898,"",,,,,Platalea minor,blfspo1,Species,7611,,.00,0,,3024,4032
524278501,照片,赤頸鴨x葡萄胸鴨(雜交),Mareca penelope x americana,,Tsai Yi-Hua,2023-01-14,2023,1,14,1439,Taiwan,TW-KIN,Kinmen County,,金門--慈湖解說站(Kinmen--Lake Ci Exhibition Station),24.4650510,118.3051460,"",,Unspecified,"","",,,,,,,S126091978,"",,,,,Mareca penelope x americana,x00421,Hybrid,492,,.00,0,,,
524278511,照片,赤頸鴨x葡萄胸鴨(雜交),Mareca penelope x americana,,Tsai Yi-Hua,2023-01-14,2023,1,14,1439,Taiwan,TW-KIN,Kinmen County,,金門--慈湖解說站(Kinmen--Lake Ci Exhibition Station),24.4650510,118.3051460,"",,Unspecified,"","",,,,,,,S126091978,"",,,,,Mareca penelope x americana,x00421,Hybrid,492,,.00,0,,,
524278521,照片,赤頸鴨x葡萄胸鴨(雜交),Mareca penelope x americana,,Tsai Yi-Hua,2023-01-14,2023,1,14,1439,Taiwan,TW-KIN,Kinmen County,,金門--慈湖解說站(Kinmen--Lake Ci Exhibition Station),24.4650510,118.3051460,"",,Unspecified,"","",,,,,,,S126091978,"",,,,,Mareca penelope x americana,x00421,Hybrid,492,,.00,0,,,
524278531,照片,赤頸鴨x葡萄胸鴨(雜交),Mareca penelope x americana,,Tsai Yi-Hua,2023-01-14,2023,1,14,1439,Taiwan,TW-KIN,Kinmen County,,金門--慈湖解說站(Kinmen--Lake Ci Exhibition Station),24.4650510,118.3051460,"",,Unspecified,"","",,,,,,,S126091978,"",,,,,Mareca penelope x americana,x00421,Hybrid,492,,.00,0,,,
524285011,照片,東方鵟,Buteo japonicus,,Chien-wei Tseng,2023-01-14,2023,1,14,1439,Taiwan,TW-KIN,Kinmen County,,金門--慈湖解說站(Kinmen--Lake Ci Exhibition Station),24.4650510,118.3051460,"",,Unspecified,"","",,,,,,,S126091980,"",,,,,Buteo japonicus,combuz6,Species,8352,,.00,0,,3648,5472
524283701,照片,玉頸鴉,Corvus pectoralis,,Chien-wei Tseng,2023-01-14,2023,1,14,1552,Taiwan,TW-KIN,Kinmen County,,金門--慈湖慈堤(Kinmen--Ci Causeway),24.4631831,118.3009482,"",,Unspecified,"","",,,,,,,S126092288,"",,,,,Corvus pectoralis,colcro1,Species,21226,,3.00,1,,3648,5472
524283751,照片,玉頸鴉,Corvus pectoralis,,Chien-wei Tseng,2023-01-14,2023,1,14,1552,Taiwan,TW-KIN,Kinmen County,,金門--慈湖慈堤(Kinmen--Ci Causeway),24.4631831,118.3009482,"",,Unspecified,"","",,,,,,,S126092288,"",,,,,Corvus pectoralis,colcro1,Species,21226,,.00,0,,3648,5472
528043211,照片,戴勝,Upupa epops,,Ting-Yi (庭怡) Chang (張),2023-01-14,2023,1,14,1626,Taiwan,TW-KIN,Kinmen County,,金門--農業試驗所(Kinmen--Agricultural Research Institute),24.4476819,118.4503037,"",,Unspecified,"","",,,,,,,S126093470,"",,,,,Upupa epops,hoopoe,Species,9394,,3.00,1,,4000,6000
525384551,照片,紅尾伯勞,Lanius cristatus,,Tsai Yi-Hua,2023-01-14,2023,1,14,1713,Taiwan,TW-KIN,Kinmen County,,"Auto selected 24.48053, 118.38915",24.4805300,118.3891510,"",,Unspecified,"","",,,,,,,S126093387,"",,,,,Lanius cristatus,brnshr,Species,20647,,3.00,1,,2325,3488
524627441,照片,鸕鷀(sinensis/hanedae),Phalacrocorax carbo sinensis/hanedae,,Ting-Wei (廷維) HUNG (洪),2023-01-15,2023,1,15,700,Taiwan,TW-KIN,Kinmen County,,"金門--金沙官澳(Kinmen--Jinsha Guan'ao)",24.5192138,118.4104460,"",,Unspecified,"","",,,,,,,S126159086,"",,,,"海面大量持續往東北方飛,少量從陸地上高空飛過",Phalacrocorax carbo,grecor3,群(Group),7228,,2.00,1,,2022,4000
524627201,照片,紅隼,Falco tinnunculus,,Ting-Wei (廷維) HUNG (洪),2023-01-15,2023,1,15,714,Taiwan,TW-KIN,Kinmen County,,金門--金沙官嶼農地重劃區(Kinmen--Jinsha Guanyu Farmland Consolidation Area),24.5125991,118.4233446,"",,Unspecified,"","",,,,,,,S126162249,"",,,,,Falco tinnunculus,eurkes,Species,11757,,4.00,2,,1957,2935
524627271,照片,紅隼,Falco tinnunculus,,Ting-Wei (廷維) HUNG (洪),2023-01-15,2023,1,15,714,Taiwan,TW-KIN,Kinmen County,,金門--金沙官嶼農地重劃區(Kinmen--Jinsha Guanyu Farmland Consolidation Area),24.5125991,118.4233446,"",,Unspecified,"","",,,,,,,S126162249,"",,,,,Falco tinnunculus,eurkes,Species,11757,,4.50,2,,2666,4000
524693701,照片,魚鷹,Pandion haliaetus,,Ming Shan Tsai,2023-01-15,2023,1,15,836,Taiwan,TW-KIN,Kinmen County,,金門--沙崗農場(Kinmen--Shagang Ranch),24.4727207,118.3235264,"",,Unspecified,"","",,,,,,,S126169093,"",,,,,Pandion haliaetus,osprey,Species,7640,,.00,0,,2000,3000
524682491,照片,白斑紫嘯鶇,Myophonus caeruleus,,Ming Shan Tsai,2023-01-15,2023,1,15,1247,Taiwan,TW-KIN,Kinmen County,,金門--金門森林遊樂區/林務所(Kinmen--Forest Recreation Area/Foresty Research Institute),24.4588468,118.4420217,"",,Unspecified,"","",,,,,,,S126179190,"",,,,,Myophonus caeruleus,blwthr1,Species,28930,,.00,0,,2000,3000
524627061,照片,東方鵟,Buteo japonicus,,Ting-Wei (廷維) HUNG (洪),2023-01-15,2023,1,15,1253,Taiwan,TW-KIN,Kinmen County,,金門--慈湖魚塭賞鳥區(Kinmen--Lake Ci Fishponds Birding Area),24.4707091,118.3123469,"",,Unspecified,"","",,,,,,,S126179430,"",,,,,Buteo japonicus,combuz6,Species,8352,,.00,0,,1653,2480
524627071,照片,東方鵟,Buteo japonicus,,Ting-Wei (廷維) HUNG (洪),2023-01-15,2023,1,15,1253,Taiwan,TW-KIN,Kinmen County,,金門--慈湖魚塭賞鳥區(Kinmen--Lake Ci Fishponds Birding Area),24.4707091,118.3123469,"",,Unspecified,"","",,,,,,,S126179430,"",,,,,Buteo japonicus,combuz6,Species,8352,,.00,0,,1491,2236
524686431,照片,東方鵟,Buteo japonicus,,Ming Shan Tsai,2023-01-15,2023,1,15,1337,Taiwan,TW-KIN,Kinmen County,,金門--農業試驗所(Kinmen--Agricultural Research Institute),24.4476819,118.4503037,"",,Unspecified,"","",,,,,,,S126180128,"",,,,,Buteo japonicus,combuz6,Species,8352,,.00,0,,2000,3000
524686451,照片,東方鵟,Buteo japonicus,,Ming Shan Tsai,2023-01-15,2023,1,15,1337,Taiwan,TW-KIN,Kinmen County,,金門--農業試驗所(Kinmen--Agricultural Research Institute),24.4476819,118.4503037,"",,Unspecified,"","",,,,,,,S126180128,"",,,,,Buteo japonicus,combuz6,Species,8352,,.00,0,,2000,3000
524688741,照片,棕背伯勞(schach),Lanius schach schach,,Ming Shan Tsai,2023-01-15,2023,1,15,1337,Taiwan,TW-KIN,Kinmen County,,金門--農業試驗所(Kinmen--Agricultural Research Institute),24.4476819,118.4503037,"",,Unspecified,"","",,,,,,,S126180128,"",,,,,Lanius schach,lotshr3,群(Group),20666,,.00,0,,2000,3000
524712351,照片,白喉紅臀鵯,Pycnonotus aurigaster,,Honming Chang,2023-01-15,2023,1,15,1337,Taiwan,TW-KIN,Kinmen County,,金門--農業試驗所(Kinmen--Agricultural Research Institute),24.4476819,118.4503037,"",,Unspecified,"","",,,,,,,S126272793,"",,,,,Pycnonotus aurigaster,sohbul1,Species,24346,,3.00,2,,2756,4362
524626781,照片,白頭翁(中國),Pycnonotus sinensis sinensis,,Ting-Wei (廷維) HUNG (洪),2023-01-15,2023,1,15,1357,Taiwan,TW-KIN,Kinmen County,,金門--烈嶼麒麟山(Kinmen--Lieyu Mountain Qilin),24.4392204,118.2543142,"",,Unspecified,"","",,,,,,,S126180848,"",,,,,Pycnonotus sinensis,livbul2,群(Group),24294,,4.00,1,,2825,4238
524626331,照片,赤頸鴨x葡萄胸鴨(雜交),Mareca penelope x americana,,Ting-Wei (廷維) HUNG (洪),2023-01-16,2023,1,16,633,Taiwan,TW-KIN,Kinmen County,,金門--慈湖解說站(Kinmen--Lake Ci Exhibition Station),24.4650510,118.3051460,"",,Unspecified,"","",,,,,,,S126250786,"",,,,,Mareca penelope x americana,x00421,Hybrid,492,,.00,0,,1640,2461
524626341,照片,赤頸鴨x葡萄胸鴨(雜交),Mareca penelope x americana,,Ting-Wei (廷維) HUNG (洪),2023-01-16,2023,1,16,633,Taiwan,TW-KIN,Kinmen County,,金門--慈湖解說站(Kinmen--Lake Ci Exhibition Station),24.4650510,118.3051460,"",,Unspecified,"","",,,,,,,S126250786,"",,,,,Mareca penelope x americana,x00421,Hybrid,492,,.00,0,,1936,3093
524626401,照片,巨嘴鴉,Corvus macrorhynchos,,Ting-Wei (廷維) HUNG (洪),2023-01-16,2023,1,16,633,Taiwan,TW-KIN,Kinmen County,,金門--慈湖解說站(Kinmen--Lake Ci Exhibition Station),24.4650510,118.3051460,"",,Unspecified,"","",,,,,,,S126250786,"",,,,,Corvus macrorhynchos,labcro1,Species,21197,,3.00,1,,2316,3474
524626621,照片,白琵鷺,Platalea leucorodia,,Ting-Wei (廷維) HUNG (洪),2023-01-16,2023,1,16,737,Taiwan,TW-KIN,Kinmen County,,金門--慈湖魚塭賞鳥區(Kinmen--Lake Ci Fishponds Birding Area),24.4707091,118.3123469,"",,Unspecified,"","",,,,,,,S126253646,"",,,,,Platalea leucorodia,eurspo1,Species,7605,,3.00,1,,2667,4000
528352181,照片,斑尾鷸,Limosa lapponica,,似珍 白,2023-01-16,2023,1,16,738,Taiwan,TW-KIN,Kinmen County,,金門--浯江溪口(Kinmen--Wujiang River Estuary),24.4282589,118.3092141,"",,Unspecified,"","",,,,,,,S126685581,"",,,,"觀察到&#xff0c;amanda有拍照",Limosa lapponica,batgod,Species,6000,,3.00,1,,959,1439
528351281,照片,大花鷚,Anthus richardi,,似珍 白,2023-01-16,2023,1,16,958,Taiwan,TW-KIN,Kinmen County,,金門--金城牛棚(Kinmen--Jincheng Cowsheds),24.4300026,118.3233118,"",,Unspecified,"","",,,,,,,S126687037,"",,,,胡淑貞有拍照,Anthus richardi,ricpip1,Species,31231,,1.00,1,,1045,1567
528351291,照片,大花鷚,Anthus richardi,,似珍 白,2023-01-16,2023,1,16,958,Taiwan,TW-KIN,Kinmen County,,金門--金城牛棚(Kinmen--Jincheng Cowsheds),24.4300026,118.3233118,"",,Unspecified,"","",,,,,,,S126687037,"",,,,胡淑貞有拍照,Anthus richardi,ricpip1,Species,31231,,2.00,1,,1045,1567
528351301,照片,大花鷚,Anthus richardi,,似珍 白,2023-01-16,2023,1,16,958,Taiwan,TW-KIN,Kinmen County,,金門--金城牛棚(Kinmen--Jincheng Cowsheds),24.4300026,118.3233118,"",,Unspecified,"","",,,,,,,S126687037,"",,,,胡淑貞有拍照,Anthus richardi,ricpip1,Species,31231,,3.00,1,,1045,1567
528351311,照片,大花鷚,Anthus richardi,,似珍 白,2023-01-16,2023,1,16,958,Taiwan,TW-KIN,Kinmen County,,金門--金城牛棚(Kinmen--Jincheng Cowsheds),24.4300026,118.3233118,"",,Unspecified,"","",,,,,,,S126687037,"",,,,胡淑貞有拍照,Anthus richardi,ricpip1,Species,31231,,3.50,2,,1045,1567
524692691,照片,禿鼻鴉,Corvus frugilegus,,Ting-Wei (廷維) HUNG (洪),2023-01-16,2023,1,16,1403,Taiwan,TW-KIN,Kinmen County,,金門--東村旁農地,24.4265100,118.4516030,"",,Unspecified,"","",,,,,,,S126268618,"",,,,吃苦楝果子,Corvus frugilegus,rook1,Species,21165,,2.50,2,,2439,3659
524692731,照片,禿鼻鴉,Corvus frugilegus,,Ting-Wei (廷維) HUNG (洪),2023-01-16,2023,1,16,1403,Taiwan,TW-KIN,Kinmen County,,金門--東村旁農地,24.4265100,118.4516030,"",,Unspecified,"","",,,,,,,S126268618,"",,,,吃苦楝果子,Corvus frugilegus,rook1,Species,21165,,3.00,1,,2667,4000
524692561,照片,鳳頭潛鴨,Aythya fuligula,,Ting-Wei (廷維) HUNG (洪),2023-01-16,2023,1,16,1419,Taiwan,TW-KIN,Kinmen County,,金門--金湖水庫(Kimmen--Jinhu Reservoir),24.4327132,118.4601045,"",,Unspecified,"","",,,,,,,S126268611,"",,,,,Aythya fuligula,tufduc,Species,648,,.00,0,,1423,2134
524692611,照片,白鶺鴒(黑背���紋),Motacilla alba lugens,,Ting-Wei (廷維) HUNG (洪),2023-01-16,2023,1,16,1419,Taiwan,TW-KIN,Kinmen County,,金門--金湖水庫(Kimmen--Jinhu Reservoir),24.4327132,118.4601045,"",,Unspecified,"","",,,,,,,S126268611,"",,,,,Motacilla alba,bkbwag,群(Group),31212,,.00,0,,3271,4906
524692621,照片,白鶺鴒(黑背眼紋),Motacilla alba lugens,,Ting-Wei (廷維) HUNG (洪),2023-01-16,2023,1,16,1419,Taiwan,TW-KIN,Kinmen County,,金門--金湖水庫(Kimmen--Jinhu Reservoir),24.4327132,118.4601045,"",,Unspecified,"","",,,,,,,S126268611,"",,,,,Motacilla alba,bkbwag,群(Group),31212,,.00,0,,2547,3820
524692681,照片,白鶺鴒(黑背眼紋),Motacilla alba lugens,,Ting-Wei (廷維) HUNG (洪),2023-01-16,2023,1,16,1419,Taiwan,TW-KIN,Kinmen County,,金門--金湖水庫(Kimmen--Jinhu Reservoir),24.4327132,118.4601045,"",,Unspecified,"","",,,,,,,S126268611,"",,,,,Motacilla alba,bkbwag,群(Group),31212,,.00,0,,2667,4000
524692531,照片,黑鸛,Ciconia nigra,,Ting-Wei (廷維) HUNG (洪),2023-01-16,2023,1,16,1456,Taiwan,TW-KIN,Kinmen County,,金門--社福館旁農田,24.4579753,118.3826487,"",,Unspecified,"","",,,,,,,S126269055,"",,,,,Ciconia nigra,blasto1,Species,7115,,.00,0,,1911,2867
525976101,照片,小鸊鷉,Tachybaptus ruficollis,,Cheng-Ru Tsai,2023-01-16,2023,1,16,1648,Taiwan,TW-KIN,Kinmen County,,金門--慈湖雙鯉自然中心(Kinmen--Lake Ci Shuangli Wetlands Nature Center),24.4761716,118.3099866,"",,Unspecified,"","",,,,,,,S126274981,"",,,,,Tachybaptus ruficollis,litgre1,Species,1804,,4.00,2,,3094,4641
525976301,照片,金腰燕,Cecropis daurica,,Cheng-Ru Tsai,2023-01-16,2023,1,16,1648,Taiwan,TW-KIN,Kinmen County,,金門--慈湖雙鯉自然中心(Kinmen--Lake Ci Shuangli Wetlands Nature Center),24.4761716,118.3099866,"",覓食中,Unspecified,"","",,,,,,,S126274981,"",,,,湖面上覓食,Cecropis daurica,rerswa1,Species,23814,,5.00,1,"",2543,3815
525977741,照片,冠鸊鷉,Podiceps cristatus,,Cheng-Ru Tsai,2023-01-17,2023,1,17,1000,Taiwan,TW-KIN,Kinmen County,,金門--慈湖解說站(Kinmen--Lake Ci Exhibition Station),24.4650510,118.3051460,"",,Unspecified,"","",,,,,,,S126349519,"",,,,,Podiceps cristatus,grcgre1,Species,1848,,.00,0,,3024,4536
547557951,照片,白眶鶲鶯,Phylloscopus intermedius,,Cheng-Ru Tsai,2023-01-17,2023,1,17,1049,Taiwan,TW-KIN,Kinmen County,,金門--烈嶼麒麟山(Kinmen--Lieyu Mountain Qilin),24.4392204,118.2543142,"",,Unspecified,"","",,,,,,,S126345828,"",,,,"具明顯翼帶&#xff0c;眼眶不完整&#xff0c;於上端有缺口&#xff0c;臉黃綠色",Phylloscopus intermedius,whswar1,Species,24483,,2.00,1,,2410,3615
547558081,照片,白眶鶲鶯,Phylloscopus intermedius,,Cheng-Ru Tsai,2023-01-17,2023,1,17,1049,Taiwan,TW-KIN,Kinmen County,,金門--烈嶼麒麟山(Kinmen--Lieyu Mountain Qilin),24.4392204,118.2543142,"",,Unspecified,"","",,,,,,,S126345828,"",,,,"具明顯翼帶&#xff0c;眼眶不完整&#xff0c;於上端有缺口&#xff0c;臉黃綠色",Phylloscopus intermedius,whswar1,Species,24483,,3.50,2,,2613,3920
547558161,照片,栗耳鳳眉,Staphida torqueola,,Cheng-Ru Tsai,2023-01-17,2023,1,17,1049,Taiwan,TW-KIN,Kinmen County,,金門--烈嶼麒麟山(Kinmen--Lieyu Mountain Qilin),24.4392204,118.2543142,"",,Unspecified,"","",,,,,,,S126345828,"",,,,heard and saw,Staphida torqueola,indyuh1,Species,25096,,4.50,4,,2746,4119
525978421,照片,小水鴨,Anas crecca,,Cheng-Ru Tsai,2023-01-17,2023,1,17,1214,Taiwan,TW-KIN,Kinmen County,,金門--烈嶼陵水湖(Kinmen--Lieyu Lingshui Lake),24.4208641,118.2288659,成鳥 雄鳥 – 1,,Unspecified,"","",,,,,,,S126342797,"",,,,,Anas crecca,gnwtea,Species,574,,4.00,1,,2978,4467
529344091,照片,冠鸊鷉,Podiceps cristatus,,Yulin Shen,2023-01-24,2023,1,24,1352,Taiwan,TW-KIN,Kinmen County,,金門--慈湖慈堤(Kinmen--Ci Causeway),24.4631831,118.3009482,"",,Unspecified,"","",,,,,,,S126830615,"",,,,,Podiceps cristatus,grcgre1,Species,1848,,.00,0,,3888,5184
529344421,照片,玉頸鴉,Corvus pectoralis,,Yulin Shen,2023-01-24,2023,1,24,1352,Taiwan,TW-KIN,Kinmen County,,金門--慈湖慈堤(Kinmen--Ci Causeway),24.4631831,118.3009482,"",,Unspecified,"","",,,,,,,S126830615,"",,,,追擊東方鵟,Corvus pectoralis,colcro1,Species,21226,,.00,0,,821,1094
529344791,照片,白琵鷺,Platalea leucorodia,,Yulin Shen,2023-01-24,2023,1,24,1352,Taiwan,TW-KIN,Kinmen County,,金門--慈湖慈堤(Kinmen--Ci Causeway),24.4631831,118.3009482,"",,Unspecified,"","",,,,,,,S126830615,"",,,,,Platalea leucorodia,eurspo1,Species,7605,,.00,0,,1107,1476
528189421,照片,金腰燕,Cecropis daurica,,Yulin Shen,2023-01-24,2023,1,24,1450,Taiwan,TW-KIN,Kinmen County,,金門--慈湖雙鯉自然中心(Kinmen--Lake Ci Shuangli Wetlands Nature Center),24.4761716,118.3099866,"",,Unspecified,"","",,,,,,,S126830896,"",,,,,Cecropis daurica,rerswa1,Species,23814,,.00,0,,,
530305961,照片,金腰燕,Cecropis daurica,,Yun Ting Hsieh,2023-01-24,2023,1,24,1450,Taiwan,TW-KIN,Kinmen County,,金門--慈湖雙鯉自然中心(Kinmen--Lake Ci Shuangli Wetlands Nature Center),24.4761716,118.3099866,"",,Unspecified,"","",,,,,,,S126830897,"",,,,,Cecropis daurica,rerswa1,Species,23814,,3.00,1,,1824,2736
527701991,照片,冠鸊鷉,Podiceps cristatus,,Shih-Chun Huang,2023-01-24,2023,1,24,1453,Taiwan,TW-KIN,Kinmen County,,金門--太湖(Kinmen--Tai Lake),24.4395702,118.4257722,"",,Unspecified,"","",,,,,,,S126831156,"",,,,,Podiceps cristatus,grcgre1,Species,1848,,.00,0,,248,372
527702011,照片,紅隼,Falco tinnunculus,,Shih-Chun Huang,2023-01-24,2023,1,24,1453,Taiwan,TW-KIN,Kinmen County,,金門--太湖(Kinmen--Tai Lake),24.4395702,118.4257722,"",,Unspecified,"","",,,,,,,S126831156,"",,,,,Falco tinnunculus,eurkes,Species,11757,,.00,0,,744,1116
527702051,照片,白鶺鴒,Motacilla alba,,Shih-Chun Huang,2023-01-24,2023,1,24,1453,Taiwan,TW-KIN,Kinmen County,,金門--太湖(Kinmen--Tai Lake),24.4395702,118.4257722,"",,Unspecified,"","",,,,,,,S126831156,"",,,,,Motacilla alba,whiwag,Species,31202,,.00,0,,888,1332
527702111,照片,小桑鳲,Eophona migratoria,,Shih-Chun Huang,2023-01-24,2023,1,24,1540,Taiwan,TW-KIN,Kinmen County,,金門--尚義機場(Kinmen--Shangyi Airport),24.4337174,118.3680725,"",,Unspecified,"","",,,,,,,S126831641,"",,,,,Eophona migratoria,yebgro1,Species,31578,,.00,0,,876,1314
527702121,照片,喜鵲,Pica serica,,Shih-Chun Huang,2023-01-24,2023,1,24,1540,Taiwan,TW-KIN,Kinmen County,,金門--尚義機場(Kinmen--Shangyi Airport),24.4337174,118.3680725,"",,Unspecified,"","",,,,,,,S126831641,"",,,,,Pica serica,orimag1,Species,21075,,.00,0,,1080,1620
527702151,照片,中國黑鶇,Turdus mandarinus,,Shih-Chun Huang,2023-01-24,2023,1,24,1540,Taiwan,TW-KIN,Kinmen County,,金門--尚義機場(Kinmen--Shangyi Airport),24.4337174,118.3680725,"",,Unspecified,"","",,,,,,,S126831641,"",,,,,Turdus mandarinus,chibla1,Species,28060,,.00,0,,1040,1560
529345051,照片,青足鷸,Tringa nebularia,,Yulin Shen,2023-01-24,2023,1,24,1556,Taiwan,TW-KIN,Kinmen County,,金門--慈湖解說站(Kinmen--Lake Ci Exhibition Station),24.4650510,118.3051460,"",,Unspecified,"","",,,,,,,S126833118,"",,,,,Tringa nebularia,comgre,Species,6116,,.00,0,,3169,4225
527702191,照片,鵲鴝,Copsychus saularis,,Shih-Chun Huang,2023-01-24,2023,1,24,1620,Taiwan,TW-KIN,Kinmen County,,金門--金湖榕園(Kinmen--Jinhu Rong Park),24.4438312,118.4319721,"",,Unspecified,"","",,,,,,,S126832802,"",,,,,Copsychus saularis,magrob,Species,28501,,.00,0,,1190,1786
527702201,照片,鵲鴝,Copsychus saularis,,Shih-Chun Huang,2023-01-24,2023,1,24,1620,Taiwan,TW-KIN,Kinmen County,,金門--金湖榕園(Kinmen--Jinhu Rong Park),24.4438312,118.4319721,"",,Unspecified,"","",,,,,,,S126832802,"",,,,,Copsychus saularis,magrob,Species,28501,,.00,0,,1656,2484
527702241,照片,棕背伯勞,Lanius schach,,Shih-Chun Huang,2023-01-24,2023,1,24,1620,Taiwan,TW-KIN,Kinmen County,,金門--金湖榕園(Kinmen--Jinhu Rong Park),24.4438312,118.4319721,"",,Unspecified,"","",,,,,,,S126832802,"",,,,,Lanius schach,lotshr1,Species,20662,,.00,0,,1519,2279
527702251,照片,戴勝,Upupa epops,,Shih-Chun Huang,2023-01-24,2023,1,24,1620,Taiwan,TW-KIN,Kinmen County,,金門--金湖榕園(Kinmen--Jinhu Rong Park),24.4438312,118.4319721,"",,Unspecified,"","",,,,,,,S126832802,"",,,,,Upupa epops,hoopoe,Species,9394,,.00,0,,1641,2462
527702291,照片,中國黑鶇,Turdus mandarinus,,Shih-Chun Huang,2023-01-24,2023,1,24,1620,Taiwan,TW-KIN,Kinmen County,,金門--金湖榕園(Kinmen--Jinhu Rong Park),24.4438312,118.4319721,"",,Unspecified,"","",,,,,,,S126832802,"",,,,,Turdus mandarinus,chibla1,Species,28060,,.00,0,,2522,3783
528029931,照片,黃尾鴝,Phoenicurus auroreus,,Shih-Chun Huang,2023-01-25,2023,1,25,724,Taiwan,TW-KIN,Kinmen County,,金門--農業試驗所(Kinmen--Agricultural Research Institute),24.4476819,118.4503037,"",,Unspecified,"","",,,,,,,S126877986,"",,,,,Phoenicurus auroreus,daured1,Species,29129,,.00,0,,1728,2592
528029951,照片,金翅雀,Chloris sinica,,Shih-Chun Huang,2023-01-25,2023,1,25,724,Taiwan,TW-KIN,Kinmen County,,金門--農業試驗所(Kinmen--Agricultural Research Institute),24.4476819,118.4503037,"",,Unspecified,"","",,,,,,,S126877986,"",,,,,Chloris sinica,origre,Species,31823,,.00,0,,2819,4229
528029971,照片,紅隼,Falco tinnunculus,,Shih-Chun Huang,2023-01-25,2023,1,25,724,Taiwan,TW-KIN,Kinmen County,,金門--農業試驗所(Kinmen--Agricultural Research Institute),24.4476819,118.4503037,"",,Unspecified,"","",,,,,,,S126877986,"",,,,,Falco tinnunculus,eurkes,Species,11757,,.00,0,,1872,2808
528030081,照片,喜鵲,Pica serica,,Shih-Chun Huang,2023-01-25,2023,1,25,827,Taiwan,TW-KIN,Kinmen County,,金門--金門森林遊樂區/林務所(Kinmen--Forest Recreation Area/Foresty Research Institute),24.4588468,118.4420217,"",,Unspecified,"","",,,,,,,S126879524,"",,,,,Pica serica,orimag1,Species,21075,,.00,0,,1980,2970
528030091,照片,喜鵲,Pica serica,,Shih-Chun Huang,2023-01-25,2023,1,25,827,Taiwan,TW-KIN,Kinmen County,,金門--金門森林遊樂區/林務所(Kinmen--Forest Recreation Area/Foresty Research Institute),24.4588468,118.4420217,"",,Unspecified,"","",,,,,,,S126879524,"",,,,,Pica serica,orimag1,Species,21075,,.00,0,,2182,3272
528030101,照片,喜鵲,Pica serica,,Shih-Chun Huang,2023-01-25,2023,1,25,827,Taiwan,TW-KIN,Kinmen County,,金門--金門森林遊樂區/林務所(Kinmen--Forest Recreation Area/Foresty Research Institute),24.4588468,118.4420217,"",,Unspecified,"","",,,,,,,S126879524,"",,,,,Pica serica,orimag1,Species,21075,,.00,0,,2841,4262
528030131,照片,赤腹鶇,Turdus chrysolaus,,Shih-Chun Huang,2023-01-25,2023,1,25,827,Taiwan,TW-KIN,Kinmen County,,金門--金門森林遊樂區/林務所(Kinmen--Forest Recreation Area/Foresty Research Institute),24.4588468,118.4420217,"",,Unspecified,"","",,,,,,,S126879524,"",,,,,Turdus chrysolaus,brhthr1,Species,28206,,4.00,1,,1476,2214
528030181,照片,白鶺鴒,Motacilla alba,,Shih-Chun Huang,2023-01-25,2023,1,25,827,Taiwan,TW-KIN,Kinmen County,,金門--金門森林遊樂區/林務所(Kinmen--Forest Recreation Area/Foresty Research Institute),24.4588468,118.4420217,"",,Unspecified,"","",,,,,,,S126879524,"",,,,,Motacilla alba,whiwag,Species,31202,,.00,0,,1992,2988
528030201,照片,黑領椋鳥,Gracupica nigricollis,,Shih-Chun Huang,2023-01-25,2023,1,25,827,Taiwan,TW-KIN,Kinmen County,,金門--金門森林遊樂區/林務所(Kinmen--Forest Recreation Area/Foresty Research Institute),24.4588468,118.4420217,"",,Unspecified,"","",,,,,,,S126879524,"",,,,,Gracupica nigricollis,bkcsta1,Species,27376,,.00,0,,1201,1802
